프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,지원자격_특이사항,참고사항,수학가능학과/영어강의목록 등,Factsheet 여부,교환학생수기 여부,유의사항,웹사이트,언어권구분
방문교환,자매대학,V07,북미,미국,오클라호마주립대,Oklahoma State University,-,A-4,"TOEIC, ITP 제외
단, IELTS는 A-3 이상 지원 가능","* 상대교 등록금: 약 $4,200
* 오클라호마주 스틸워터에 위치
* 특징: 학생 수 약 30,000명","★ 수학가능학과:일부 수강제한 Courses 있음, 첨부파일(Information Sheet) 참조
NOT Available: Accounting (except for introductory course, ACCT 2103 Financial Accounting), Computer Science, Mechanical & Aerospace Engineering, School of Veterinary Medicine courses, Agricultural Communication
LIMITED Availability: Architecture, Studio Art, Communications(Mass Communications, Multimedia Journalism, and Strategic Communications), Design, Housing & Merchandizing studio courses, Education, Engineering(very limited except civil and industrial engineering), Finance, Music (except for Intro to Music and non-audition ensembles, such as University Singers choir), Theatre (transcripts needed in advance to determine equivalencies)

★ 수강가능과목(2025-2026): 각 학기 개설Courses 중, 수강제한 과목 제외, 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(Information Sheet) 및 하단링크 참조
https://studentregistrationssb.okstate.edu/StudentRegistrationSsb/ssb/term/termSelection?mode=search&mepCode=OSU
- Course Catalouge: http://catalog.okstate.edu/courses/",Y(2025-2026),Y(2011-2019),,https://global.okstate.edu/studyabroad/,영어(비유럽)
방문교환,자매대학,V08,북미,미국,오터바인대,Otterbein University,-,A-2,"TOEIC, ITP 제외","* 상대교 등록금: 약 $6,000
* 오하이오에 위치
* 한국인 많지 않음","★ 수강가능과목: 
- English(Literature & Linguistics courses)
- Modern Languages and Cultures(Literature and Linguistics courses)
- Mathematical Sciences(Math and/or Actuarial Science courses)
- Business, Accouting, and Economics(Business, Accounting, and Economics courses)
- Education(Education or TESOL courses, 한국인교수 강의, 평생교육학과 학생 유리) 
- 기타 Elective courses",x,Y(2014-2019),,http://www.otterbein.edu,영어(비유럽)
방문교환,자매대학,V09,북미,미국,일리노이공대,Illinois Institute of Technology,-,A-2,"TOEIC, ITP 제외","* 상대교 등록금: 약 $10,000
* 시카고에 위치
* 미국 대학 순위 116위
* 건축분야 유명함
* 본교 평균평점 3.38이상 지원가능
* 국제팀홈페이지-커뮤니티-자매대학소개 '프로그램 안내' 참조(https://url.kr/get4xz)","★ 수학가능학과: Applied Technology, Architecture, Business, Engineering, Humanities,
Psychology, Science, Social Sciences

★ 수강가능과목(2021): 
https://www.iit.edu/academics/undergraduate-programs",x,Y(2011-2018),,https://www.iit.edu/admissions-aid/undergraduate-admission/international-undergraduate-students,영어(비유럽)
방문교환,자매대학,V10,북미,미국,"캘리포니아대, 리버사이드",University of California at Riverside,-,A-2,"TOEIC, ITP 제외","* 상대교 등록금: 약 $5,800
* 캘리포니아주 남부에 위치
* 상대교 학기 일정 및 프로그램 확인
 (http://www.iep.ucr.edu/program_details/70438)
* 미국 대학 순위 113위
* 학기 일정이 쿼터제로 진행 (학점인정 2/3만 가능)","★ 수학가능학과: Engineering, Humanities, Arts, and Social Sciences, Natural and Agricultural, Sciences, Business Education, Public Policy

★ 수강가능과목(2021): 
https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/term/termSelection?mode=search",x,Y(2013-2019),,https://admissions.ucr.edu/international,영어(비유럽)
방문교환,자매대학,V11,북미,미국,"캘리포니아주립대, 몬테레이베이","California State University, Monterey Bay",-,"TOEFL iBT 61
IELTS 6.0","TOEIC, ITP 제외
 Duolingo 90 이상","* 상대교 등록금 및 비용: 약 $7,850 ~ $12,000
* 캘리포니아주 시사이드에 위치 (샌프란시스코에서 차로 약 2~3시간)
* 서비스러닝 분야가 잘 되어 있음","★ 수학가능학과: Arts, Humanities and Social Sciences (Cinematic Arts & Technology, Ethnic & Gender Studies, Global Studies, Humanities & Communication, Japanese Language & Culture, Music, Psychology, Social & Behavioral Sciences, Spanish Language & Hispanic Cultures, Visual & Public Art), Business(Business Administration, Sustainable Hospitality &
Tourism Management), Education(Liberal Studies, Human Development & Family Science), Health Sciences
and Human Services (Collaborative Health & Human Services, Kinesiology), Science (Agricultural Plant & Soil Sciences
Biology, Communication Design, Computer Science, Environmental Science,Technology & Policy, Marine Science
Mathematics, Statistics)
★ 수강가능과목(2020): 
https://cmsweb.cms.csumb.edu/psc/CMBPRD/EMPLOYEE/SA/c/COMMUNITY_ACCESS.CLASS_SEARCH.GBL?&",Y(2024),Y(2015-2020),,https://csumb.edu/everything/academics,영어(비유럽)
방문교환,자매대학,V13,북미,미국,"네브래스카대, 커니",University of Nebraska at Kearney,-,A-4,"TOEIC, ITP 제외
단, IELTS는 A-2 이상 지원 가능","* 상대교 등록금: 약 $5,000
* 네브래스카주 카니에 위치","★ 수학가능학과: Art Design, Dance, English, Health Science, History, Music, Modern Languages, Chemistry 등
*https://www.unk.edu/academics/index.php

★ 수강가능과목(2021): 
https://www.unk.edu/academics/a-to-z-departments.php",Y(2021),Y(2012),,https://www.unk.edu/international/international-admissions/index.php,영어(비유럽)
방문교환,자매대학,V15,북미,미국,보스턴대,"Boston University, MET",-,A-1,"TOEIC, ITP 제외","* 상대교 등록금: 약 $10,000
* 미국 동부 매사추세츠주, 보스턴에 위치
* 야간수업 많음
* 토플점수 Reading 21, Listening 18, Speaking 23, Writing 22 이상","★ 수학가능학과: Actuarial Science, Analytics, Data & Business, Arts Administration, Biomedical & Healthcare, Business & Management, Computer Information Systems, Computer Science & IT, Criminal Justice, Cybersecurity, Finance, Gastronomy & Food Studies, Linguistics, Marketing & Communications, Project Management, Risk Management, Software Development, Supply Chain Management, Urban Affairs & City Planning

★ 수강가능과목(2020): 
https://www.bu.edu/met/courses/",x,Y(2019),,https://www.bu.edu/met/admissions/international-students/,기타
방문교환,자매대학,V16,북미,미국,"캘리포니아주립대, 산마르코스","California State University, San Marcos",-,A-4,"TOEIC, ITP 제외
단, IELTS는 A-2 이상 지원 가능","* 상대교 등록금: 약  $ 5,950(16주), $ 4,650(10주) 
* 미국  캘리포니아 주 남쪽의 산 마르코스시에 위치
* 학부생 약 16,000명",,x,x,,,영어(비유럽)
방문교환,자매대학,V18,북미,캐나다,밴쿠버아일랜드대,Vancouver Island University,-,A-1,"TOEIC, ITP 제외","* 상대교 등록금: 약 CDN 8,500
* 캐나다 브리티시컬럼비아주에 위치","★ 수학가능학과: Academic and Career Preparation and High School Equivalency, Arts, Design and Performing Arts, Arts, Humanities and Social Sciences, Business and Management, Co-operative Education, Education, English as a Second Language 등
*https://www.viu.ca/programs/areas-study

★ 수강가능과목(2021):
https://isapp.viu.ca/srs/timetable.htm ",x,Y(2014),,https://international.viu.ca/,기타
방문교환,자매대학,V19,유럽,영국,레스터대,University of Leicester,-,IELTS 6.5,"학과별 상이: 
factsheet 및 상대교홈페이지 확인
(영역별 5.5 이상) ","* 상대교 등록금: 약 £4,500(인문계)/ 약 £6,500(자연계)
* 영국 레스터에 위치
* 영국 내 약 10위권 대학, 1학기 = 약 3개월
* 특징: 학생 수 약 16,855명","★ 수학가능학과: (매학기 변경가능) American Studies, English Labuage, Mathematics, Archaeology&Ancient History, English Literature, Media&Communication, Biological Sciences, Geography, Modern Languages, Chemistry, Geology, Physics&Astronomy, Computer Science, History, Politics&International Relations, Criminology, History of Art&Film, Psychology, Economics, Law, Sociology, Engineering, Management Studies

★ 수강가능과목(2020): https://le.ac.uk/cite/study-abroad-unit/modules-on-offer",Y(2021),Y(2011-2017),,https://le.ac.uk/cite/study-abroad-unit,영어(유럽)
방문교환,자매대학,V20,유럽,영국,맨체스터대,University of Manchester,-,"TOEFL(iBT) 85
IELTS 6.0","* TOEIC, ITP 제외
* IELTS 영역별 5.5 이상","* 상대교 등록금: 약 ￡6,500
* 영국 맨체스터에 위치
* 세계 대학 순위 40위
* 본교 평균평점 3.37이상 지원가능","★ 수학가능학과: Ancient History and Archaeology, Biological Sciences, Business (Economics and Management), Chemistry, Computing, Criminology and Sociology, Engineering, English Literature and English Language, Geography and Geology, History and History of Art and Film, Law, Mathematics, Media and Communication, Modern Languages, Physics and Astronomy, Politics and International Relations, Psychology

★ 수강가능과목(2025): 
https://www.manchester.ac.uk/study/undergraduate/courses/2021/
- Factsheet: https://buly.kr/CB3mOCk",Y(2025),Y(2013-2022),,"https://www.manchester.ac.uk/study/international/, http://bit.ly/2txQcDk",영어(유럽)
방문교환,자매대학,V21,유럽,영국,헤리엇와트대,Heriot-Watt University,-,IELTS 6.0,"iBT, TOEIC, ITP 제외","* 상대교 등록금: 약 £5,260
* 영국 스코틀랜드 중심도시 에든버러에 위치","★ 수학가능학과: Energy, Geoscience, Infrastructure and Society, Engineering and Physical Sciences, Mathematical and Computer Sciences, Social Sciences incorporating Edinburgh Business, Textiles and Design 

★ 수강가능과목(2020): 
https://search.hw.ac.uk/s/search.html?collection=uk-courses",x,Y(2020),,https://www.hw.ac.uk/study/international-students.htm,영어(유럽)
방문교환,자매대학,V22,오세아니아,호주,본드대,Bond University,-,A-2,"TOEIC, ITP 제외
단, IELTS는 A-1 이상 지원 가능","* 상대교 등록금: 약 AUD 20,000
* 호주 퀸즐랜드주 골드코스트에 위치
* 호주 최초의 사립 종합대학","★ 수학가능학과: Health Sciences and Medicine, Law, Society and Design, Business

★ 수강가능과목(2020): 
https://bond.edu.au/future-students/study-bond/search-program",x,x,,https://bond.edu.au/future-students/bond-international/study-abroad-exchange/study-abroad,영어(비유럽)
방문교환,자매대학,V23,오세아니아,호주,애들레이드대,The University of Adelaide,-,A-2,"TOEIC, ITP 제외
단, IELTS는 A-1 이상 지원 가능","* 상대교 등록금: 약 AUD 20,000
* 호주 애들레이드에 위치
* 세계 대학 순위 92위
* 토플점수 Reading 13, Listening 13, Speaking 18, Writing 21 이상","★ 수학가능학과Expand, Arts, Engineering, Computer & Mathematical Sciences, Health and Medical Sciences, the Professions, Sciences 

★ 수강가능과목(2020): 
https://www.adelaide.edu.au/about/leadership-structure/faculties-divisions/academic-faculties#faculty-of-arts",x,x,,https://www.adelaide.edu.au/study/international,영어(비유럽)
방문교환,자매대학,V24,아시아,일본,신슈대,Shinshu University,-,A-2,,"* 상대교 등록금: JPY 200,000 
* 일주일에 최대 12 강좌 수강 가능 (Intensive Program) 
* 마츠모토 캠퍼스 ","★ 수학가능학과: Humanities, Medicine, Engineering, Science, Agriculture, Economics, Education, Textile Sicence and Technology

★ 수강가능과목(2020): 
https://campus-3.shinshu-u.ac.jp/syllabusj/Top
* 레벨테스트에 따라 수강가능과목 제한됨",x,Y(2011-2019),,http://www.shinshu-u.ac.jp/institution/gec/cheer/english/inbound/short-term-program/exchange-student.php,영어(비유럽)
방문교환,자매대학,V25,아시아,인도,하이더라바드대,University of Hyderabad,-,A-2,"TOEIC, ITP 제외
단, IELTS는 A-1 이상 지원 가능","* 상대교 등록금: 학점당 $200
* 인도 하이더라바드에 위치
* 인도내 연구개발부문 1위 대학
* 1과목당 4학점, 최대 4과목 수강가능
* Study in India Program 수강이며 세부내용은 링크 참조","★ 수학가능학과: Mathematics & Statistics, Chemistry, Computer & Information Sciences, Humanities, Management Studies, Arts & Communication, Physics, Life Sciences, Social Sciences, Engg. Sciences & Tech, Economics, Medical Sciences
★ 수강가능과목(2019): 
https://www.uohyd.ac.in/schools-departments/",x,Y(2014),,https://www.uohyd.ac.in/international-affairs/,영어(비유럽)
방문교환,자매대학,V26,아시아,베트남,타이응우옌대,Thai Nguyen University,-,A-3,"TOEIC, ITP 제외
단, IELTS는 A-1 이상 지원 가능","* 상대교 등록금: 학점당 $200
* 인도 하이더라바드에 위치
* 인도내 연구개발부문 1위 대학
* 1과목당 4학점, 최대 4과목 수강가능
* Study in India Program 수강이며 세부내용은 링크 참조","★ 수학가능학과: Mathematics & Statistics, Chemistry, Computer & Information Sciences, Humanities, Management Studies, Arts & Communication, Physics, Life Sciences, Social Sciences, Engg. Sciences & Tech, Economics, Medical Sciences
★ 수강가능과목(2019): 
https://www.uohyd.ac.in/schools-departments/",x,Y(2014),,https://www.uohyd.ac.in/international-affairs/,영어(비유럽)
일반교환,자매대학,V27,오세아니아,뉴질랜드,오클랜드공대,Auckland University of Technology,-,A-2,"TOEIC/TOEFL ITP 제외 
*IELTS 6.0이상 (각 영역별 5.5이상)","* 위치: Auckland
* 특징: Auckland 에 위치한 연구 중심 공립 대학 
          학생 수 약 29,000명, 등록금 약 NZD 30,000 
          #437 QS Global World Ranking 2020","★ 수학가능학과: Architecture and built environment, Art and design, business, Creative technologies, Communication, Education, Engineering, computer and mathmatical sciences, Health sciences, Hospitality, tourism and events, Language and culture, Law, Science, Social sciences and public policy, Sports and recreation, Te Ara Poutama

★ 수강가능과목(2024): https://www.aut.ac.nz/__data/assets/pdf_file/0005/838211/Study-Abroad-Brochure-2023-Web.pdf
* 일부 수강 제한 과목 있을 수 있음 ",x,x,,https://www.aut.ac.nz/__data/assets/pdf_file/0005/838211/Study-Abroad-Brochure-2023-Web.pdf,영어(비유럽)
방문교환,SAF,V28,북미,미국,아메리칸대,American University,-," * SAF 회원대학은 기본 1학기 파견이며, 동일하게 1학기 연장 가능합니다.
 * 지원자격(학점 및 외국어성적), 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
   http://korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
 * 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
 * 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
★ Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함. 
● Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행 ",,,,,,,,기타
방문교환,SAF,V29,북미,미국,애리조나주립대,Arizona State University,-,,,,,,,,,기타
방문교환,SAF,V30,북미,미국,"캘리포니아주립대, 롱비치","California State University, Long Beach",-,,,,,,,,,기타
방문교환,SAF,V31,북미,미국,"캘리포니아주립대, 산마르코스","California State University, San Marcos",-,,,,,,,,,기타
방문교환,SAF,V32,북미,미국,콜롬비아대,"Columbia University, Columbia College",-,,,,,,,,,기타
방문교환,SAF,V33,북미,미국,존스홉킨스대,Johns Hopkins University,-,,,,,,,,,기타
방문교환,SAF,V34,북미,미국,루이스&클라크대,Lewis & Clark College,-,,,,,,,,,기타
방문교환,SAF,V35,북미,미국,미시건주립대,Michigan State University,-,,,,,,,,,기타
방문교환,SAF,V36,북미,미국,앨라배마대,University of Alabama,-,,,,,,,,,기타
방문교환,SAF,V37,북미,미국,아칸소대,University of Arkansas,-,,,,,,,,,기타
방문교환,SAF,V38,북미,미국,"콜로라도대, 보더","University of Colorado, Boulder",-,,,,,,,,,기타
방문교환,SAF,V39,북미,미국,"하와이대, 힐로","University of Hawaii, Hilo",-,,,,,,,,,기타
방문교환,SAF,V41,북미,미국,몬타나대,University of Montana,-,,,,,,,,,기타
방문교환,SAF,V42,북미,미국,"네바다대, 르노","University of Nevada, Reno",-,,,,,,,,,기타
방문교환,SAF,V43,북미,미국,오레곤대,University of Oregon,-,,,,,,,,,기타
방문교환,SAF,V44,북미,미국,펜실베니아대,University of Pennsylvania,-,,,,,,,,,기타
방문교환,SAF,V45,북미,미국,"위스콘신대, 매디슨","University of Wisconsin, Madison",-,,,,,,,,,기타
방문교환,SAF,V46,북미,미국,워싱턴대,University of Washington,-,,,,,,,,,기타
방문교환,SAF,V47,북미,미국,밴더빌트대,Vanderbilt University,-,,,,,,,,,기타
방문교환,SAF,V48,유럽,영국,런던대,University College London,-,,,,,,,,,기타
방문교환,SAF,V49,유럽,영국,브리스톨대,University of Bristol,-,,,,,,,,,기타
방문교환,SAF,V50,유럽,영국,에딘버러대,University of Edinburgh,-,,,,,,,,,기타
방문교환,SAF,V51,유럽,영국,글라스고우대,University of Glasgow,-,,,,,,,,,기타
방문교환,SAF,V52,유럽,영국,맨체스터대,University of Manchester,-,,,,,,,,,기타
방문교환,SAF,V53,유럽,영국,런던예술대,University of the Arts London,-,,,,,,,,,기타
방문교환,SAF,V54,유럽,영국,웨스트민스터대,University of Westminster,-,,,,,,,,,기타
방문교환,SAF,V55,유럽,아일랜드,더블린대,University College Dublin,-,,,,,,,,,기타
방문교환,SAF,V56,유럽,아일랜드,리머릭대,University of Limerick,-,,,,,,,,,기타
방문교환,SAF,V57,오세아니아,호주,뉴사우스웨일스대,University of New South Wales,-,,,,,,,,,기타
방문교환,SAF,V58,오세아니아,호주,퀸즐랜드대,University of Queensland,-,,,,,,,,,기타
방문교환,SAF,V59,오세아니아,뉴질랜드,오타고대,University of Otago,-,,,,,,,,,기타
방문교환,SAF,V60,북미,캐나다,세인트메리스대학,St. Mary's University,-,,,,,,,,,기타
방문교환,SAF,V61,북미,캐나다,캘거리대학,University of Calgary,-,,,,,,,,,기타
방문교환,SAF,V62,북미,캐나다,토론토대,University of Toronto,-,,,,,,,,,기타
방문교환,SAF,V63,북미,캐나다,빅토리아대,Univeristy of Victoria,-,,,,,,,,,기타
방문교환,SAF,V64,유럽,독일,라이프치히대,University of Leipzig,-,,,,,,,,,기타
방문교환,SAF,V65,유럽,프랑스,엉제대,Université Catholique de L'Ouest,-,,,,,,,,,기타
방문교환,SAF,V66,유럽,스페인,레온대,Universidad de Leon,-,,,,,,,,,기타
방문교환,SAF,V67,북미,미국,"캘리포니아대, 버클리","University of California, Berkeley",-,,,,,,,,,기타
방문교환,SAF,V68,북미,미국,"캘리포니아대, 데이비스","University of California, Davis",-,,,,,,,,,기타
방문교환,SAF,V69,북미,미국,"캘리포니아대, LA","University of California, Los Angeles",-,,,,,,,,,기타
방문교환,SAF,V70,북미,미국,"캘리포니아대, 샌디에고","University of California, San Diego",-,,,,,,,,,기타
방문교환,SAF,V71,북미,미국,"캘리포니아대, 산타바바라","University of California, Santa Barbara",-,,,,,,,,,기타
방문교환,SAF,V72,북미,미국,산호세주립대,San Jose State University,-,,,,,,,,,기타
방문교환,SAF,V73,북미,미국,미네소타대,University of Minnesota,-,,,,,,,,,기타
인턴십 ,SAF,V74,북미,미국,"아메리칸대, 워싱턴시메스터프로그램","American University, Washington Semester Program",-,,,,,,,,,기타
인턴십 ,SAF,V75,북미,미국,"오레곤대, 에듀케이션 인턴십","University of Oregon, Education Internship",-,,,,,,,,,기타
인턴십 ,SAF,V76,유럽,영국,웨스트민스터대,University of Westminster,-,,,,,,,,,기타
특별,자매대학,S01,북미,미국,엔젤로주립대,Angelo State University,(Hybrid Option A),"A-2
TOEFL iBT 60
TOEFL ITP 500
TOEIC 700
IELTS 5.5",해당 특별방문 프로그램은 토익 지원 가능,"* 텍사스주 산엔젤로에 위치
* 겨울방학 7주 어학연수 + 2024-1학기 교환학생 1학기
* 등록금 예상비용: 어학연수 $4,958 + 교환학생 1학기 $4,400","★ 수학가능학과: Accounting, Agribusiness, Agricultural Science and Leadership, Applied Arts and Sciences, Computer Science, Economics, Engineering, Civil, Engineering, Mechanical 등
*https://www.angelo.edu/academics/programs/?program-type=Undergraduate

★ 수강가능과목(2021):
https://asu4svqbert.angelo.edu/PROD/bwwkschd.p_disp_dyn_sched 
*각 과목의 수강요건 확인 필요",x,Y(2014-2020),,https://www.angelo.edu/admissions-and-aid/apply/international-students/after-you-arrive.php,영어(비유럽)
특별,자매대학,S02,북미,미국,엔젤로주립대,Angelo State University,(Hybrid Option B),"A-2
TOEFL iBT 60
TOEFL ITP 500
TOEIC 700
IELTS 5.5",해당 특별방문 프로그램은 토익 지원 가능,"* 텍사스주 산엔젤로에 위치
* 2024-1학기 어학연수 + 2024-2학기 교환학생
* 등록금 예상비용: 어학연수 $4,958 + 교환학생 1학기 $4,400","★ 수학가능학과: Accounting, Agribusiness, Agricultural Science and Leadership, Applied Arts and Sciences, Computer Science, Economics, Engineering, Civil, Engineering, Mechanical 등
*https://www.angelo.edu/academics/programs/?program-type=Undergraduate

★ 수강가능과목(2021):
https://asu4svqbert.angelo.edu/PROD/bwwkschd.p_disp_dyn_sched 
*각 과목의 수강요건 확인 필요",x,Y(2014-2020),,https://www.angelo.edu/admissions-and-aid/apply/international-students/after-you-arrive.php,영어(비유럽)
특별,자매대학,S03,북미,미국,일리노이공대,Illinois Institute of Technology,-,A-4,"TOEIC, ITP 제외","* 미국 시카고에 위치
* 등록금 예상비용: 1학기 등록금 $9,000, 기숙사비 $1,778(2인 1실) 등 총합 약 $16,053","★ 수학가능학과: Emerging Technology and their Application to Business 프로그램 4과목 수강 가능
  (Artificial Intelligence / BlockChain / Internet of Things / Business Englsih)",x,Y(2011-2018),,"http://www.iit.edu, http://www.iitseoul.kr",영어(비유럽)
특별,자매대학,S04,아시아,중국,동화대,Donghua University (东华大学),-,"A-2, B-2",,"* 중국 상해에 위치
* 기숙사 : 약 1,500위안/월 (2인실 기준)
* 등록금 예상비용: 17,000위안","★ 수학가능학과: Field Study 학기 / 영어+중국어 학기 / 국제학부 참가학기 / 인턴학기 중 하나의 프로그램 선택
* http://cafe.naver.com/donghuadaxue(7+1 특별 프로그램 안내)",Y(2021),Y(2015-2022),,http://ices.dhu.edu.cn,"영어(비유럽), 중국어"
"교환학생
+인턴십",자매대학,I02,북미,미국,샌프란시스코주립대,San Francisco State University,-,A-4,"TOEIC, ITP 제외
단, IELTS는 A-2 이상 지원 가능","* Hospitality Management Program: 학기당 본교생 최대 2명은 학기당 $4,330만 납부
* 본 프로그램 본래 등록금: 약 $13,400 (두 학기) (※ 상기 안내된 장학금 및 등록금은 변동 가능합니다)
* 1년 프로그램 수학 시 수료증 취득 및 1년간 샌프란시스코에서 인턴십 활동 가능 ","★ 수학가능학과: Liberal & Creative Arts, Business, Education, Ethnic Studies, Health and Social Sciences, Science and Engineering

★ 수강가능과목(2020): 
http://bulletin.sfsu.edu/programs/",x,x,,https://future.sfsu.edu/,영어(비유럽)
