reports_univ,school_candidate,similarity_score
Umea University,Gadjah Mada University,80
Umea University,Sapporo Gakuin University(札幌学院大学),80
Umea University,J. F. Oberlin University(桜美林大学),80
Umea University,"Osaka University of Economics and Law
(大阪経済法科大学)",80
Umea University,Shinshu University,80
Umea University,Otsuma Women's University,80
Umea University,Nagoya University of Foreign Studies,80
Umea University,Kanda University of International Studies,80
Umea University,Setsunan University,80
Umea University,Japan University of Economics,80
Umea University,Jilin Normal University(吉林师范大学),80
Umea University,Dalian Minzu University(大连民族学院),80
Umea University,"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",80
Umea University,Donghua University (东华大学),80
Umea University,"Beijing University of Posts and Telecommunications
(北京邮电大学)",80
Umea University,"Shandong University, Weihai(山东大学, 威海)",80
Umea University,University of toulouse jean jaures,80
Umea University,University Savoie Mont Blanc,80
San Francisco state university,Arizona State University,80
Umea University,Moscow State University,80
Umea University,Tio University of Applied Sciences,80
Umea University,The Hague University of Applied Sciences,80
Umea University,University College South Denmark,80
Umea University,Hof University of Applied Sciences,80
Umea University,Kaiserslautern University of Applied Sciences,80
Umea University,Worms University of Applied Sciences,80
Umea University,Leuphana University of Luneburg,80
Umea University,University of Vechta,80
Umea University,Liepaja University,80
Umea University,Rostov State University of Economics,80
Umea University,University of the Littoral Opal Coast,80
Umea University,Ural Federal University,80
Umea University,University of Tyumen,80
Umea University,(Banzarov) Buryat State University,80
Umea University,Moscow State Linguistic University,80
Umea University,Alexandru Ioan Cuza University,80
Umea University,Lucian Blaga University of Sibiu,80
Umea University,Vytautas Magnus University,80
Umea University,University of Mons,80
Umea University,Karel de Grote University College,80
Umea University,Saxion University of Applied Sciences,80
Umea University,Radboud University,80
Umea University,HZ University of Applied Sciences,80
Umea University,Athens University of Economics and Business,80
Stony Brook University,Bond University,80
University of California Los Angeles,University of California at Riverside,80
University of California Los Angeles,Bond University,80
State University of New York at Stony Brook,Arizona State University,80
University of California Los Angeles,"University of California, Santa Barbara",80
State University of New York at Stony Brook,Bond University,80
State University of New York at Stony Brook,Emporia State University,80
University of Oklahoma,University of Salamanca,80
California State University Monterey Bay,Arizona State University,80
Sophia University,Bond University,80
California State University Monterey Bay,Emporia State University,80
Ruhr-University Bochum,Bond University,80
University of Oklahoma,Bond University,80
Athens University of Economics and Business,Bond University,80
Charles Sturt University,Bond University,80
The University of La Sabana,Bond University,80
Meiji University,American University,80
University of South Dakota,Bond University,80
Meiji University,Bond University,80
University of Verona,Bond University,80
Umea University,Rey Juan Carlos University,80
Umea University,University Center for Technology and Digital Art,80
Umea University,Tomas Bata University,80
Umea University,Brno University of Technology,80
Umea University,Palacky University Olomouc,80
Umea University,Algebra University College,80
Umea University,Ankara University,80
Umea University,Dicle University,80
Umea University,Erciyes University,80
Umea University,Istanbul Aydin University,80
Umea University,Marmara University,80
Umea University,Sinop University,80
Umea University,Antalya International University (Antalya Bilim University),80
Umea University,Kahramanmaras Sutcu Imam University,80
Umea University,Altinbas University,80
Umea University,Osh Technological University,80
Umea University,Kozminski University,80
Umea University,University of Economics in Katowice,80
Umea University,University of Warsaw,80
Umea University,Jean Monnet University,80
Umea University,University of Clermont-Ferrand,80
Umea University,University of Burgundy,80
Umea University,University of Ostrava,80
Umea University,University of Bologna,80
Umea University,University of Barcelona,80
Umea University,Sapienza University of Rome,80
Umea University,University of Cantabria,80
Umea University,University of Jaén,80
Umea University,University of Santiago de Compostela,80
Umea University,University of Seville,80
Umea University,University of Vigo,80
Umea University,University of Salamanca,80
Umea University,Complutense University of Madrid,80
Umea University,CEU Cardinal Herrera University,80
Umea University,Azerbaijan University of Languages,80
Umea University,Khazar University,80
University of Verona,University of Warsaw,80
Umea University,York St John University,80
Umea University,University of Tartu,80
Umea University,Vorarlberg University of Applied Sciences,80
Umea University,Taras Shevchenko National University of Kyiv,80
Umea University,Carlo Cattaneo University,80
Umea University,University of Salerno,80
Umea University,University of Verona,80
Umea University,University of Siena,80
California State University Monterey Bay,Bond University,80
